,news_id,tweet_id,reply_id,tweet_detail,replies_detail
251,297,1242475115926786051,"[1242482943001591808, 1242476082558894080]","[datetime.date(2020, 3, 24), 1242475115926786051, 1166635005109526528]","[[datetime.date(2020, 3, 24), 1242476082558894080, 3743775256], [datetime.date(2020, 3, 24), 1242482943001591808, 21850850]]"
252,297,1242494275021135878,"[1242540900049473536, 1242546158574153729, 1242495332887465986]","[datetime.date(2020, 3, 24), 1242494275021135878, 18199093]","[[datetime.date(2020, 3, 24), 1242495332887465986, 1870281], [datetime.date(2020, 3, 24), 1242540900049473536, 56175100], [datetime.date(2020, 3, 24), 1242546158574153729, 18199093]]"
253,297,1242511871082729473,[1242512820727697408],"[datetime.date(2020, 3, 24), 1242511871082729473, 315264228]","[[datetime.date(2020, 3, 24), 1242512820727697408, 404337381]]"
254,297,1242577515224449024,"[1242691884100681733, 1242690866881400833, 1242796713703866369]","[datetime.date(2020, 3, 24), 1242577515224449024, 32587749]","[[datetime.date(2020, 3, 25), 1242690866881400833, 2763834351], [datetime.date(2020, 3, 25), 1242691884100681733, 1711373438], [datetime.date(2020, 3, 25), 1242796713703866369, 896862277655199744]]"
255,297,1242711224829108226,[1242911411631796224],"[datetime.date(2020, 3, 25), 1242711224829108226, 130874079]","[[datetime.date(2020, 3, 25), 1242911411631796224, 824787195944960001]]"
256,297,1242727357045043200,"[1242773841685839873, 1243027050027417600]","[datetime.date(2020, 3, 25), 1242727357045043200, 809213123005595652]","[[datetime.date(2020, 3, 25), 1242773841685839873, 809213123005595652], [datetime.date(2020, 3, 26), 1243027050027417600, 829193060055646212]]"
257,297,1242774620492701696,[1242776470239526912],"[datetime.date(2020, 3, 25), 1242774620492701696, 845946667895541760]","[[datetime.date(2020, 3, 25), 1242776470239526912, 845946667895541760]]"
258,297,1242859712749674496,[1242861709339090944],"[datetime.date(2020, 3, 25), 1242859712749674496, 297617555]","[[datetime.date(2020, 3, 25), 1242861709339090944, 19372599]]"
259,297,1242931413399277569,"[1242934110076747776, 1242935437246771200, 1242940158678368260, 1242956808970547202, 1242988847660580865, 1242936956830408704, 1242957160356753412, 1243048545411674113]","[datetime.date(2020, 3, 25), 1242931413399277569, 95550088]","[[datetime.date(2020, 3, 25), 1242934110076747776, 1596948739], [datetime.date(2020, 3, 25), 1242935437246771200, 2315864082], [datetime.date(2020, 3, 25), 1242936956830408704, 193907736], [datetime.date(2020, 3, 25), 1242940158678368260, 1094402292604899331], [datetime.date(2020, 3, 25), 1242956808970547202, 54297054], [datetime.date(2020, 3, 25), 1242957160356753412, 2342720341], [datetime.date(2020, 3, 26), 1242988847660580865, 542037801], [datetime.date(2020, 3, 26), 1243048545411674113, 1202490560654635008]]"
260,297,1242955245543739394,[1242956523753672706],"[datetime.date(2020, 3, 25), 1242955245543739394, 1043324801597751296]","[[datetime.date(2020, 3, 25), 1242956523753672706, 1043324801597751296]]"
261,297,1243041687473139712,[1243055139050717184],"[datetime.date(2020, 3, 26), 1243041687473139712, 226889553]","[[datetime.date(2020, 3, 26), 1243055139050717184, 498585966]]"
262,297,1243139936783605760,[1243158246174662657],"[datetime.date(2020, 3, 26), 1243139936783605760, 3447177803]","[[datetime.date(2020, 3, 26), 1243158246174662657, 3447177803]]"
263,297,1243225413486288903,"[1243244503781249026, 1243352226220949505, 1243352456035209216, 1243301942098624512, 1243233964992724992, 1243254903805480961, 1243298518086942724, 1243549497063604226]","[datetime.date(2020, 3, 26), 1243225413486288903, 729216690]","[[datetime.date(2020, 3, 26), 1243233964992724992, 54720880], [datetime.date(2020, 3, 26), 1243244503781249026, 42629034], [datetime.date(2020, 3, 26), 1243254903805480961, 148987545], [datetime.date(2020, 3, 26), 1243298518086942724, 18879144], [datetime.date(2020, 3, 26), 1243301942098624512, 57517660], [datetime.date(2020, 3, 27), 1243352226220949505, 995995422], [datetime.date(2020, 3, 27), 1243352456035209216, 995995422], [datetime.date(2020, 3, 27), 1243549497063604226, 1191024390735044608]]"
264,297,1243261806661046273,"[1243590166184329217, 1243591415462006784, 1243262404189978625, 1243262640023121921]","[datetime.date(2020, 3, 26), 1243261806661046273, 1550628984]","[[datetime.date(2020, 3, 26), 1243262404189978625, 273994810], [datetime.date(2020, 3, 26), 1243262640023121921, 1550628984], [datetime.date(2020, 3, 27), 1243590166184329217, 1079499169197408257], [datetime.date(2020, 3, 27), 1243591415462006784, 1550628984]]"
265,297,1243557168219111424,"[1243558285833363463, 1243789381300715520]","[datetime.date(2020, 3, 27), 1243557168219111424, 846068634]","[[datetime.date(2020, 3, 27), 1243558285833363463, 846068634], [datetime.date(2020, 3, 28), 1243789381300715520, 110405854]]"
266,297,1243590150321573888,"[1243599126757085195, 1243599900518031367]","[datetime.date(2020, 3, 27), 1243590150321573888, 15335468]","[[datetime.date(2020, 3, 27), 1243599126757085195, 253636558], [datetime.date(2020, 3, 27), 1243599900518031367, 15335468]]"
267,297,1243791613056319488,[1243791884608131084],"[datetime.date(2020, 3, 28), 1243791613056319488, 916132898230624256]","[[datetime.date(2020, 3, 28), 1243791884608131084, 1136450244]]"
268,297,1243828939656749057,"[1243862914437611521, 1243863211247636480, 1243830811717177347, 1243832216582533121, 1243832961339973635, 1243928645347037185, 1243830629571182593, 1243959153208557568, 1243935522592034816, 1243985976382427137, 1244145586753896449, 1243829593481588736]","[datetime.date(2020, 3, 28), 1243828939656749057, 1204427399636627456]","[[datetime.date(2020, 3, 28), 1243829593481588736, 1204427399636627456], [datetime.date(2020, 3, 28), 1243830629571182593, 270660634], [datetime.date(2020, 3, 28), 1243830811717177347, 270660634], [datetime.date(2020, 3, 28), 1243832216582533121, 1131804305370091520], [datetime.date(2020, 3, 28), 1243832961339973635, 628528944], [datetime.date(2020, 3, 28), 1243862914437611521, 950324867261456386], [datetime.date(2020, 3, 28), 1243863211247636480, 1204427399636627456], [datetime.date(2020, 3, 28), 1243928645347037185, 1104358215779864576], [datetime.date(2020, 3, 28), 1243935522592034816, 2348326332], [datetime.date(2020, 3, 28), 1243959153208557568, 1113399907359109120], [datetime.date(2020, 3, 28), 1243985976382427137, 36348908], [datetime.date(2020, 3, 29), 1244145586753896449, 874066562]]"
269,297,1243846634523500545,"[1243854849353093121, 1243854936917643264, 1243878995894112262, 1243847409437990912, 1243858071341891585, 1243858183346585601, 1243847551142502400, 1243849546674982912, 1243852313799909377, 1243852524945375237, 1243874477580173315, 1243847726586048513, 1243878444087365632, 1243884641184092163]","[datetime.date(2020, 3, 28), 1243846634523500545, 163430184]","[[datetime.date(2020, 3, 28), 1243847409437990912, 163430184], [datetime.date(2020, 3, 28), 1243847551142502400, 163430184], [datetime.date(2020, 3, 28), 1243847726586048513, 517072054], [datetime.date(2020, 3, 28), 1243849546674982912, 163430184], [datetime.date(2020, 3, 28), 1243852313799909377, 614242174], [datetime.date(2020, 3, 28), 1243852524945375237, 163430184], [datetime.date(2020, 3, 28), 1243854849353093121, 716027743], [datetime.date(2020, 3, 28), 1243854936917643264, 163430184], [datetime.date(2020, 3, 28), 1243858071341891585, 816035647551078400], [datetime.date(2020, 3, 28), 1243858183346585601, 163430184], [datetime.date(2020, 3, 28), 1243874477580173315, 1875975163], [datetime.date(2020, 3, 28), 1243878444087365632, 303296421], [datetime.date(2020, 3, 28), 1243878995894112262, 163430184], [datetime.date(2020, 3, 28), 1243884641184092163, 37887461]]"
270,297,1243852177774444544,"[1243861193137303552, 1243854038246010881, 1243855050545467393, 1243857837807349761, 1243877614391091200, 1243875061016248320, 1243895143964557312, 1243859318971088896, 1243967667440103424, 1244051925961789441, 1244212206847262720, 1243981790488023042, 1243892631551324163, 1243945101027573760, 1243881696371585025, 1243915467145781252, 1243890254391783425]","[datetime.date(2020, 3, 28), 1243852177774444544, 121171051]","[[datetime.date(2020, 3, 28), 1243854038246010881, 86746242], [datetime.date(2020, 3, 28), 1243855050545467393, 1063074394317246464], [datetime.date(2020, 3, 28), 1243857837807349761, 1103455543], [datetime.date(2020, 3, 28), 1243859318971088896, 548051210], [datetime.date(2020, 3, 28), 1243861193137303552, 121171051], [datetime.date(2020, 3, 28), 1243875061016248320, 734657699955216385], [datetime.date(2020, 3, 28), 1243877614391091200, 20022055], [datetime.date(2020, 3, 28), 1243881696371585025, 1125835682876936193], [datetime.date(2020, 3, 28), 1243890254391783425, 4913148185], [datetime.date(2020, 3, 28), 1243892631551324163, 1072629344177143809], [datetime.date(2020, 3, 28), 1243895143964557312, 1177851431992401920], [datetime.date(2020, 3, 28), 1243915467145781252, 121171051], [datetime.date(2020, 3, 28), 1243945101027573760, 4817115681], [datetime.date(2020, 3, 28), 1243967667440103424, 47316335], [datetime.date(2020, 3, 28), 1243981790488023042, 3158786031], [datetime.date(2020, 3, 29), 1244051925961789441, 588989607], [datetime.date(2020, 3, 29), 1244212206847262720, 1430444245]]"
271,297,1243872133626953728,[1243889125742305280],"[datetime.date(2020, 3, 28), 1243872133626953728, 415519370]","[[datetime.date(2020, 3, 28), 1243889125742305280, 415519370]]"
272,297,1243914749395558401,[1243916783226159104],"[datetime.date(2020, 3, 28), 1243914749395558401, 1168254479541690368]","[[datetime.date(2020, 3, 28), 1243916783226159104, 1168254479541690368]]"
273,297,1243929387088490496,"[1243931486958563328, 1243930256500809728, 1243930646164242433, 1243934568681521152]","[datetime.date(2020, 3, 28), 1243929387088490496, 21776645]","[[datetime.date(2020, 3, 28), 1243930256500809728, 129594482], [datetime.date(2020, 3, 28), 1243930646164242433, 129594482], [datetime.date(2020, 3, 28), 1243931486958563328, 214197844], [datetime.date(2020, 3, 28), 1243934568681521152, 1194580277982564352]]"
274,297,1243974938857439233,[1244282026036989952],"[datetime.date(2020, 3, 28), 1243974938857439233, 4204088158]","[[datetime.date(2020, 3, 29), 1244282026036989952, 906781424962777088]]"
275,297,1244915259208589312,[1244916073398448134],"[datetime.date(2020, 3, 31), 1244915259208589312, 762229240792088577]","[[datetime.date(2020, 3, 31), 1244916073398448134, 762229240792088577]]"
276,297,1244936174608822272,"[1244940014271655936, 1244952133499224064, 1244958317992181762, 1244964591173611525, 1244936961975967750, 1244939268834779137, 1245307882138218496, 1244938288793890816, 1244990230450466817, 1244937058684153856, 1245629891162202112, 1244937469763694592]","[datetime.date(2020, 3, 31), 1244936174608822272, 35286493]","[[datetime.date(2020, 3, 31), 1244936961975967750, 1092630794370084864], [datetime.date(2020, 3, 31), 1244937058684153856, 504747629], [datetime.date(2020, 3, 31), 1244937469763694592, 938213175996108800], [datetime.date(2020, 3, 31), 1244938288793890816, 2594615453], [datetime.date(2020, 3, 31), 1244939268834779137, 45532192], [datetime.date(2020, 3, 31), 1244940014271655936, 1146912158812274688], [datetime.date(2020, 3, 31), 1244952133499224064, 35286493], [datetime.date(2020, 3, 31), 1244958317992181762, 1160880753049292800], [datetime.date(2020, 3, 31), 1244964591173611525, 35286493], [datetime.date(2020, 3, 31), 1244990230450466817, 1107319619843284992], [datetime.date(2020, 4, 1), 1245307882138218496, 740712360], [datetime.date(2020, 4, 2), 1245629891162202112, 1244278377672048643]]"
277,297,1246331782246662144,"[1246469959095586821, 1246470318018920448, 1246345864517476352, 1246347166769086464]","[datetime.date(2020, 4, 4), 1246331782246662144, 814964623]","[[datetime.date(2020, 4, 4), 1246345864517476352, 938775909204725760], [datetime.date(2020, 4, 4), 1246347166769086464, 828676999], [datetime.date(2020, 4, 4), 1246469959095586821, 1166275125626507265], [datetime.date(2020, 4, 4), 1246470318018920448, 814964623]]"
278,297,1255849149997645824,"[1255850697863675907, 1255850974499033089, 1255850573938806786]","[datetime.date(2020, 4, 30), 1255849149997645824, 27631737]","[[datetime.date(2020, 4, 30), 1255850573938806786, 27941261], [datetime.date(2020, 4, 30), 1255850697863675907, 27941261], [datetime.date(2020, 4, 30), 1255850974499033089, 27631737]]"
279,307,1242463787371753477,[1245119086687858694],"[datetime.date(2020, 3, 24), 1242463787371753477, 401476997]","[[datetime.date(2020, 3, 31), 1245119086687858694, 401476997]]"
280,307,1242927219225305088,[1242929594933694466],"[datetime.date(2020, 3, 25), 1242927219225305088, 3985691]","[[datetime.date(2020, 3, 25), 1242929594933694466, 2198211]]"
281,307,1243174551032397825,"[1242266743160090624, 1242277683951595520, 1242281260208160768, 1242812530071867394, 1243063676636024833, 1243449781663322112, 1243513906229915649]","[datetime.date(2020, 3, 26), 1243174551032397825, 18265774]","[[datetime.date(2020, 3, 24), 1242266743160090624, 1228462620], [datetime.date(2020, 3, 24), 1242277683951595520, 455684839], [datetime.date(2020, 3, 24), 1242281260208160768, 85925494], [datetime.date(2020, 3, 25), 1242812530071867394, 18265774], [datetime.date(2020, 3, 26), 1243063676636024833, 85925494], [datetime.date(2020, 3, 27), 1243449781663322112, 85925494], [datetime.date(2020, 3, 27), 1243513906229915649, 18265774]]"
282,310,1240712157974523904,"[1240712896713236480, 1241130291722424321]","[datetime.date(2020, 3, 19), 1240712157974523904, 52911590]","[[datetime.date(2020, 3, 19), 1240712896713236480, 340399520], [datetime.date(2020, 3, 20), 1241130291722424321, 52911590]]"
283,310,1252281053462409218,"[1252282229973299211, 1252284715094032396, 1252287701660778503, 1252307563313537024, 1252292263100719107, 1252301105586896897]","[datetime.date(2020, 4, 20), 1252281053462409218, 829712720542830592]","[[datetime.date(2020, 4, 20), 1252282229973299211, 3409000661], [datetime.date(2020, 4, 20), 1252284715094032396, 781184366], [datetime.date(2020, 4, 20), 1252287701660778503, 1851449172], [datetime.date(2020, 4, 20), 1252292263100719107, 257718520], [datetime.date(2020, 4, 20), 1252301105586896897, 357693420], [datetime.date(2020, 4, 20), 1252307563313537024, 936571676]]"
284,310,1252590585736617985,[1252620726013587458],"[datetime.date(2020, 4, 21), 1252590585736617985, 772713402]","[[datetime.date(2020, 4, 21), 1252620726013587458, 851493206126542849]]"
285,366,1238986038464389122,[1239215074272841733],"[datetime.date(2020, 3, 15), 1238986038464389122, 249032270]","[[datetime.date(2020, 3, 15), 1239215074272841733, 101306343]]"
286,366,1239545312798113792,"[1239553220256641024, 1239553417078546434]","[datetime.date(2020, 3, 16), 1239545312798113792, 17327997]","[[datetime.date(2020, 3, 16), 1239553220256641024, 633255857], [datetime.date(2020, 3, 16), 1239553417078546434, 633255857]]"
287,366,1239962647707045896,[1239962646482477063],"[datetime.date(2020, 3, 17), 1239962647707045896, 503834503]","[[datetime.date(2020, 3, 17), 1239962646482477063, 503834503]]"
288,366,1243391724052873219,"[1243389155784011778, 1243550236213116928]","[datetime.date(2020, 3, 27), 1243391724052873219, 2460092341]","[[datetime.date(2020, 3, 27), 1243389155784011778, 271126849], [datetime.date(2020, 3, 27), 1243550236213116928, 2460092341]]"
289,366,1244857178298544132,"[1244853624796090369, 1244866622046658567]","[datetime.date(2020, 3, 31), 1244857178298544132, 77674335]","[[datetime.date(2020, 3, 31), 1244853624796090369, 77674335], [datetime.date(2020, 3, 31), 1244866622046658567, 1095629996364783619]]"
290,366,1246415920362164224,"[1246150457401147392, 1246150785177735168]","[datetime.date(2020, 4, 4), 1246415920362164224, 73928056]","[[datetime.date(2020, 4, 3), 1246150457401147392, 878247600096509952], [datetime.date(2020, 4, 3), 1246150785177735168, 878247600096509952]]"
